Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
mattie-turquoise-ring,,,,,,,,8.5,,,,,,45,shopify,0,deny,manual,46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,14.4
mattie-turquoise-ring,,,,,,,,10,,,,,,45,shopify,0,deny,manual,46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,14.4
mattie-turquoise-ring,,,,,,,,10.5,,,,,,45,shopify,0,deny,manual,46,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,14.4
cru-ring,Cru Ring,Bright and colorful opal inlayed into sterling silver.,Goldie Lew,Rings,,TRUE,Size,7,,,,,,45,shopify,0,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8451.jpg?v=1575381544,1,,FALSE,,,,,,,,,,,,,,,,,lb,,10
cru-ring,,,,,,,,7.5,,,,,,45,shopify,0,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8452.jpg?v=1575381544,2,,,,,,,,,,,,,,,,,,,lb,,10
cru-ring,,,,,,,,8,,,,,,45,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,10
cru-ring,,,,,,,,8.5,,,,,,45,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,10
cru-ring,,,,,,,,9,,,,,,45,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,10
cru-ring,,,,,,,,9.5,,,,,,45,shopify,0,deny,manual,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,10
the-betty-turquoise-size-10-5,The Betty | Turquoise | Size 10.5,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 10.5,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8449.jpg?v=1575359163,1,,FALSE,,,,,,,,,,,,,,,,,lb,,60
the-betty-turquoise-size-10,The Betty | Turquoise | Size 10,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 10,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8444.jpg?v=1575359092,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8445.jpg?v=1575359092,lb,,60
the-betty-turquoise-size-10,,,,,,,,2,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8445.jpg?v=1575359092,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8446.jpg?v=1575359092,lb,,60
the-betty-turquoise-size-10,,,,,,,,3,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8446.jpg?v=1575359092,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8447.jpg?v=1575359092,lb,,60
the-betty-turquoise-size-10,,,,,,,,4,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8447.jpg?v=1575359092,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8448.jpg?v=1575359092,lb,,60
the-betty-turquoise-size-10,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8448.jpg?v=1575359092,5,,,,,,,,,,,,,,,,,,,,,
the-betty-turquoise-size-9-5,The Betty | Turquoise | Size 9.5,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 9.5,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8438.jpg?v=1575359007,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8439.jpg?v=1575359007,lb,,60
the-betty-turquoise-size-9-5,,,,,,,,2,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8439.jpg?v=1575359007,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8440.jpg?v=1575359007,lb,,60
the-betty-turquoise-size-9-5,,,,,,,,3,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8440.jpg?v=1575359007,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8441.jpg?v=1575359007,lb,,60
the-betty-turquoise-size-9-5,,,,,,,,4,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8441.jpg?v=1575359007,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8442.jpg?v=1575359007,lb,,60
the-betty-turquoise-size-9-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8442.jpg?v=1575359007,5,,,,,,,,,,,,,,,,,,,,,
the-betty-turquoise-size-8-5,The Betty | Turquoise | Size 8.5,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 8.5,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8434.jpg?v=1575358909,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8435.jpg?v=1575358909,lb,,60
the-betty-turquoise-size-8-5,,,,,,,,2,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8435.jpg?v=1575358909,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8436.jpg?v=1575358909,lb,,60
the-betty-turquoise-size-8-5,,,,,,,,3,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8436.jpg?v=1575358909,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8437_b37d06d7-943c-4571-8c02-a78514962b0d.jpg?v=1575358909,lb,,60
the-betty-turquoise-size-8-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8437_b37d06d7-943c-4571-8c02-a78514962b0d.jpg?v=1575358909,4,,,,,,,,,,,,,,,,,,,,,
the-betty-turquoise-size-8,The Betty | Turquoise | Size 8,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 8,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8433.jpg?v=1575358852,1,,FALSE,,,,,,,,,,,,,,,,,lb,,60
the-betty-turquoise-size-7-5,The Betty | Turquoise | Size 7.5,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 7.5,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8429.jpg?v=1575358714,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8430.jpg?v=1575358714,lb,,60
the-betty-turquoise-size-7-5,,,,,,,,2,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8430.jpg?v=1575358714,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8431.jpg?v=1575358714,lb,,60
the-betty-turquoise-size-7-5,,,,,,,,3,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8431.jpg?v=1575358714,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8432.jpg?v=1575358714,lb,,60
the-betty-turquoise-size-7-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8432.jpg?v=1575358714,4,,,,,,,,,,,,,,,,,,,,,
the-betty-turquoise-size-7,The Betty | Turquoise | Size 7,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 7,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8428.jpg?v=1575358674,1,,FALSE,,,,,,,,,,,,,,,,,lb,,60
the-betty-turquoise-size-6-5,The Betty | Turquoise | Size 6.5 |,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 6.5,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8427.jpg?v=1575358595,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8427.jpg?v=1575358595,lb,,60
copy-of-the-betty-turquoise-size-6,The Betty | Turquoise | Size 6,A GOLDIE LEW EXCLUSIVE! I have been working with an incredible talented Native American artist to design a brand new Betty ring. The Betty is our top selling ring and has now been redesigned for the final time! The stone is 2 inches tall and the band is stamped. Size 6,Goldie Lew,Rings,,TRUE,Option,1,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8423.jpg?v=1575358473,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8424.jpg?v=1575358473,lb,,60
copy-of-the-betty-turquoise-size-6,,,,,,,,2,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8424.jpg?v=1575358473,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8426.jpg?v=1575358473,lb,,60
copy-of-the-betty-turquoise-size-6,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8426.jpg?v=1575358473,3,,,,,,,,,,,,,,,,,,,,,
roberta-ring,Roberta Ring,A unique 6 stone ring. Turquoise and spiny oyster stones.,Goldie Lew,Rings,,TRUE,Size,7,,,,,,45,shopify,0,deny,manual,88,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8453.jpg?v=1575350170,1,,FALSE,,,,,,,,,,,,,,,,,lb,,28
roberta-ring,,,,,,,,8,,,,,,45,shopify,0,deny,manual,88,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8454.jpg?v=1575350170,2,,,,,,,,,,,,,,,,,,,lb,,28
roberta-ring,,,,,,,,9,,,,,,45,shopify,0,deny,manual,88,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,28
doorbuster-mary-turquoise-ring,DOORBUSTER! Mary Turquoise Ring,"<p>A Black Friday exclusive! Beautiful and unique turquoise stones with a thicker stamped band.</p>
<p>Every stone is a bit different. </p>",Goldie Lew,Rings,,TRUE,Size,7,,,,,,45,shopify,0,deny,manual,60,120,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7552.jpg?v=1574995013,1,,FALSE,,,,,,,,,,,,,,,,,lb,,33
doorbuster-mary-turquoise-ring,,,,,,,,7.5,,,,,,45,shopify,0,deny,manual,60,120,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7553.jpg?v=1574995013,2,,,,,,,,,,,,,,,,,,,lb,,33
doorbuster-mary-turquoise-ring,,,,,,,,8,,,,,,45,shopify,0,deny,manual,60,120,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7554.jpg?v=1574995013,3,,,,,,,,,,,,,,,,,,,lb,,33
doorbuster-mary-turquoise-ring,,,,,,,,8.5,,,,,,45,shopify,0,deny,manual,60,120,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7216.jpg?v=1574995013,4,,,,,,,,,,,,,,,,,,,lb,,33
doorbuster-mary-turquoise-ring,,,,,,,,9,,,,,,45,shopify,0,deny,manual,60,120,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A6168.jpg?v=1574995013,5,,,,,,,,,,,,,,,,,,,lb,,33
doorbuster-mary-turquoise-ring,,,,,,,,9.5,,,,,,45,shopify,0,deny,manual,60,120,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7218.jpg?v=1574995013,6,,,,,,,,,,,,,,,,,,,lb,,33
doorbuster-mary-turquoise-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7215.jpg?v=1574995013,7,,,,,,,,,,,,,,,,,,,,,
hattie-turquoise-ring,Hattie Turquoise Ring,"<p>A thick stamped band with an oval turquoise stone.</p>
<p>Each Stone is different. Some of the stones are more turquoise blue and some have more green in them. You can make a request in the comment section and we try to accommodate those requests as much as we are able.</p>",Goldie Lew,Rings,,TRUE,Size,6.5,,,,,,45,shopify,2,deny,manual,148,148,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7111.jpg?v=1574175834,1,,FALSE,,,,,,,,,,,,,,,,,lb,,48
hattie-turquoise-ring,,,,,,,,7.5,,,,,,45,shopify,0,deny,manual,148,148,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7112.jpg?v=1574175834,2,,,,,,,,,,,,,,,,,,,lb,,48
hattie-turquoise-ring,,,,,,,,8,,,,,,45,shopify,0,deny,manual,148,148,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,48
ani-ring-turquoise-opal,Ani Ring | Turquoise & Opal,"<p>Beautiful and unique turquoise and opal stones with silver inlay with a thin band. Measures  1.5 inches tall. </p>
<p>Because of the nature of natural stone, every ring is a bit different. </p>",Goldie Lew,Rings,,TRUE,Size,6,,,,,,45,shopify,1,deny,manual,135,135,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7117.jpg?v=1574173589,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7122.jpg?v=1574173589,lb,,36
ani-ring-turquoise-opal,,,,,,,,6.5,,,,,,45,shopify,1,deny,manual,135,135,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7118.jpg?v=1574173589,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7121.jpg?v=1574173589,lb,,36
ani-ring-turquoise-opal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7119.jpg?v=1574173589,3,,,,,,,,,,,,,,,,,,,,,
ani-ring-turquoise-opal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7120.jpg?v=1574173589,4,,,,,,,,,,,,,,,,,,,,,
ani-ring-turquoise-opal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7121.jpg?v=1574173589,5,,,,,,,,,,,,,,,,,,,,,
ani-ring-turquoise-opal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7122.jpg?v=1574173589,6,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,Large Winnie Ring,"<p>Beautiful natural stones set into sterling silver. Band is thick and stamped. </p>
<p>Every rings is a bit different. When you click on your size, the actual rings will pull up. Some have unique stripes of bright turquoise.</p>",Goldie Lew,Rings,,TRUE,Size,6 #1,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7123.jpg?v=1574172719,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7125.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,6 #2,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7125.jpg?v=1574172719,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7127.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,6 #3,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7126.jpg?v=1574172719,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7128.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,6 #4,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7127.jpg?v=1574172719,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7129.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,6 #5,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7128.jpg?v=1574172719,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7130.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,7 #1,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7129.jpg?v=1574172719,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7131.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,7 #2,,,,,,45,shopify,1,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7130.jpg?v=1574172719,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7132.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,7 #3,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7131.jpg?v=1574172719,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7133.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,9 #2,,,,,,45,shopify,0,deny,manual,180,180,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7132.jpg?v=1574172719,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7139.jpg?v=1574172719,lb,,60
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7133.jpg?v=1574172719,10,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7134.jpg?v=1574172719,11,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7135.jpg?v=1574172719,12,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7136.jpg?v=1574172719,13,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7137.jpg?v=1574172719,14,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7138.jpg?v=1574172719,15,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7139.jpg?v=1574172719,16,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7140.jpg?v=1574172719,17,,,,,,,,,,,,,,,,,,,,,
winnie-ring-large,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7141.jpg?v=1574172719,18,,,,,,,,,,,,,,,,,,,,,
mia-turquoise-ring,Mia Turquoise Ring,Turquoise inlayed with sterling silver.,Goldie Lew,Rings,,TRUE,Size,6,,,,,,45,shopify,0,deny,manual,81,81,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7113.jpg?v=1574171912,1,,FALSE,,,,,,,,,,,,,,,,,lb,,26.4
mia-turquoise-ring,,,,,,,,7,,,,,,45,shopify,0,deny,manual,81,81,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7114.jpg?v=1574171912,2,,,,,,,,,,,,,,,,,,,lb,,26.4
thick-adjustable-ring-with-stone,Thick Adjustable Ring with Stone,"<p>Native Touch Art Collection. We are so pleased to collaborate with this local silversmith artist.</p>
<p>This ring is adjustable and has a thick band. Sterling silver. <br><br>Red, orange and purple spiny oyster, white howlite and black onyx.</p>",Goldie Lew,Rings,,TRUE,Size,5,Stone,Red Spiny Oyster,,,,45,shopify,0,deny,manual,150,150,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5496.jpg?v=1573569825,1,,FALSE,,,,,,,,,,,,,,,,,lb,,50
thick-adjustable-ring-with-stone,,,,,,,,6,,Red Spiny Oyster,,,,45,shopify,1,deny,manual,150,150,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5497.jpg?v=1573569892,2,,,,,,,,,,,,,,,,,,,lb,,50
thick-adjustable-ring-with-stone,,,,,,,,6,,Purple Spiny Oyster,,,,45,shopify,0,deny,manual,150,150,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5498.jpg?v=1573569892,3,,,,,,,,,,,,,,,,,,,lb,,50
thick-adjustable-ring-with-stone,,,,,,,,6,,Black Onyx,,,,45,shopify,1,deny,manual,150,150,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5499.jpg?v=1573569892,4,,,,,,,,,,,,,,,,,,,lb,,50
thick-adjustable-ring-with-stone,,,,,,,,8,,Orange Spiny Oyster,,,,45,shopify,1,deny,manual,150,150,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5500.jpg?v=1573569892,5,,,,,,,,,,,,,,,,,,,lb,,50
thick-adjustable-ring-with-stone,,,,,,,,9,,Purple Spiny Oyster,,,,45,shopify,1,deny,manual,150,150,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5501.jpg?v=1573569892,6,,,,,,,,,,,,,,,,,,,lb,,50
thick-adjustable-ring-with-stone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5502.jpg?v=1573569892,7,,,,,,,,,,,,,,,,,,,,,
thick-adjustable-ring-with-stone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5503.jpg?v=1573569892,8,,,,,,,,,,,,,,,,,,,,,
thick-adjustable-ring-with-stone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5504.jpg?v=1573569892,9,,,,,,,,,,,,,,,,,,,,,
thick-adjustable-ring-with-stone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5505_fb4a5f26-4d12-44bd-8144-f27c10a0b421.jpg?v=1573569892,10,,,,,,,,,,,,,,,,,,,,,
thick-adjustable-ring-with-stone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5506.jpg?v=1573569892,11,,,,,,,,,,,,,,,,,,,,,
thick-adjustable-ring-with-stone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A6169_f98c0ff7-13b6-493f-bf2f-ccce5e47642e.jpg?v=1573569892,12,,,,,,,,,,,,,,,,,,,,,
