Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
the-peachy-gold,The Peachy | Gold,"<p>The Peachy is a pretty and delicate piece that layers well or can be worn alone. it has two turquoise stones and hangs on a 22 inch gold chain. Each stone is a little different so you may not get the exact stone pictured.</p>
<p><em>Please Measure your neck before ordering.</em></p>",Goldie Lew,Necklaces,,TRUE,Size,22,,,,,,45,shopify,0,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8499.jpg?v=1576195976,1,,FALSE,,,,,,,,,,,,,,,,,lb,,9
the-peachy-silver,The Peachy | Silver,"<p>The Peachy is a pretty and delicate piece that layers well or can be worn alone. it has two turquoise stones and hangs on a 20 inch silver chain.</p>
<p><em>Please Measure your neck before ordering.</em></p>",Goldie Lew,Necklaces,,TRUE,Size,20,,,,,,45,shopify,0,deny,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8498.jpg?v=1576195901,1,,FALSE,,,,,,,,,,,,,,,,,lb,,9
the-georgia-rose-gold,The Georgia | Rose Gold,"<p>The Georgia is a pretty and delicate piece that layers well or can be worn alone. it has small turquoise stones and a sterling silver bead. The rose gold chain length is 17 inches. </p>
<p><em>Please Measure your neck before ordering.</em></p>",Goldie Lew,Necklaces,,TRUE,Size,17,,,,,,45,shopify,0,deny,manual,32,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8496.jpg?v=1576195784,1,,FALSE,,,,,,,,,,,,,,,,,lb,,9
holiday-no-12-necklace-set,Holiday No. 12 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Turquoise and Gold 18 inches adjustable<br>- Pearl Choker 18 inches adjustable<br>- White Crescent Necklace 21 Inches</p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC09796.jpg?v=1575383740,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-13-necklace-set,Holiday No. 13 | Necklace Set,"<p>Hand picked by Jazlyn. These necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Vintage Dish Native American Charm 20 inches<br>- Caroline Necklace 18 inches<br>- Silver Cluster Necklace 16 inches</p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,275,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7189.jpg?v=1575383300,1,,FALSE,,,,,,,,,,,,,,,,,lb,,100
holiday-no-14-necklace-set,Holiday No. 14 | Necklace Set,"<p>Hand picked by Jazlyn. These necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Vintage Rose Dish Charm 20 inches<br>- Large Georgia Necklace 17 inches<br></p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,135,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7182.jpg?v=1575383156,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-15-necklace-set,Holiday No. 15 | Necklace Set,"<p>Hand picked by Jazlyn. These necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Vintage Heart Rose Dish Charm 20 inches<br>- Gold and Turquoise Chain 16 inches<br></p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,115,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7184.jpg?v=1575382830,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
the-georgia-silver-large,The Georgia | Silver | Large,Six larger turquoise chip stones with a sterling silver bead and delicate chain. Measures 17 inches long.,Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,45,shopify,0,deny,manual,42,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7181.jpg?v=1575380995,1,,FALSE,,,,,,,,,,,,,,,,,lb,,10
fire-necklace,Fire Necklace,Fun statement necklace perfect with any outfit. A large 3 inch bauble with orange spiny oyster stones.,Goldie Lew,Necklaces,,TRUE,Style,SIlver Chain,,,,,,45,shopify,0,deny,manual,330,330,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A8462.jpg?v=1575346246,1,,FALSE,,,,,,,,,,,,,,,,,lb,,110
holiday-no-10-necklace-set,Holiday No. 10 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Vintage Rose Dish Charm 22 inches<br>- Gold and Turquoise Chain 16 inches<br></p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7178.jpg?v=1575243319,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-9-necklace-set,Holiday No. 9 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Silver Birds Charm 24 inches<br>- Navajo Silver Beads 16 inches<br>- Silver Arrow Choker 15 inches</p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,160,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7172.jpg?v=1575243236,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-6-necklace-set-1,Holiday No. 7 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Vintage Blue Dish Charm 21 inches<br>- Pearl Chain 18 inches<br>- Silver Arrow Choker 16 inches</p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,120,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC09697.jpg?v=1575243069,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-6-necklace-set,Holiday No. 6 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Gold and Turquoise Crescent Necklace  16 inches with 2 inch extender<br>- Small Raw Crystal on gold 16 inches</p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,94,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC02926.jpg?v=1575242942,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-8-necklace-set,Holiday No. 8 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Turquoise and Gold 18 inches adjustable<br>- Gold Dot Necklace  16 inches with 2 inch extender<br>- White Crescent Necklace 21 Inches</p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,153,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A6003.jpg?v=1575242727,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-3-necklace-set,Holiday No. 3 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Vintage Blue Dish Necklace<br>- Beaded Necklace <br>- Small charm necklace </p>
<meta charset=""utf-8"">
<p><span>This Necklace set comes Gift Wrapped.</span></p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,288,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A6027.jpg?v=1575162128,1,,FALSE,,,,,,,,,,,,,,,,,lb,,100
holiday-no-5-necklace-set,Holiday No. 5 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Edith Crescent<br>- Georgia <br>- Arrowhead  </p>
<meta charset=""utf-8"">
<p><span>This Necklace set comes Gift Wrapped.</span></p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,152,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC09689.jpg?v=1575162059,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-4-necklace-set,Holiday No. 4 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Turquoise and Gold Necklace<br>- Raw Crystal Necklace <br>- Goddess Choker</p>
<meta charset=""utf-8"">
<p><span>This Necklace set comes Gift Wrapped.</span> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,149,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC03036.jpg?v=1575161999,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-2-necklace-set,Holiday No. 2 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Silver Arrow Choker<br>- Silver charm necklace <br>- Caroline with pearl chain</p>
<meta charset=""utf-8"">
<p><span>This Necklace set comes Gift Wrapped.</span></p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC03086.jpg?v=1575161970,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
holiday-no-1-necklace-set,Holiday No. 1 | Necklace Set,"<p>Hand picked by Jazlyn. These three necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- <a href=""https://goldielew.com/products/freshwater-pearl-and-gold-choker"" target=""_blank"" rel=""noopener noreferrer"">Pearl and Gold Choker</a>, <br>- Gold Dot Necklace  <br>- Blush Necklace</p>
<p>This Necklace set comes Gift Wrapped.</p>
<p> </p>
<p> </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,153,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A5983.jpg?v=1575161870,1,,FALSE,,,,,,,,,,,,,,,,,lb,,40
the-bee-gift-set-new-silver,The Bee Gift Set | New Silver,"<p>Introducing a new Bee gift set. <br>Plain. Simple. True.</p>
<p>This gift set includes a new Silver Bee, a pearl necklace &amp; a brushed arrow choker. </p>
<p>The Bee is on a 18 inch chain, the pearl is on a 16 inch chain and the choker is 16 inches and adjustable .</p>
<p>The Gift Sets are on sale for Black Friday. Normally the price for the Silver set would be $122 and it is on sale for $92. </p>",Goldie Lew,Necklaces,,TRUE,Color,Silver,,,,,,45,shopify,0,deny,manual,122,122,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7167_c83fa746-a4aa-496f-a3c8-b6650d9b2770.jpg?v=1574998253,1,,FALSE,,,,,,,,,,,,,,,,,lb,,
the-bee-new-gold,The Bee | New Gold,"Introducing The Bee. <br>Plain. Simple. True. <br>A reminder of these simple truths:<br><br>Be Grateful: “Gratitude comes from actively remembering God and His goodness.”<br>Be Smart: “Educate your minds and hands to be an influence for good.”<br>Be Clean: In language, in thought, in body, in dress. <br>Be True: “Be loyal, be faithful and be true to your own convictions.”<br>Be Humble: “Esteem others as ourselves and lift them as high or higher than we are.”<br>Be Prayerful: “You need His help, and you know that you need His help.”<br><br>“Go forward in life with a twinkle in your eye and a smile on your face, but with strong purpose in your heart.” <br> -President Gordon B. Hinckley<br><br>Give this necklace to yourself or someone you love to remind them how to 🐝 to find happiness. This necklace looks so cute layered with our “Marjorie” necklace<br><br>Our Bee necklace is on our olive 18 inch chain.",Goldie Lew,Necklaces,,TRUE,Size,18 inch,,,,,,45,shopify,3,deny,manual,58,58,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7545.jpg?v=1574996769,1,,FALSE,,,,,,,,,,,,,,,,,lb,,12
the-bee-new-gold,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC02544_2eafac6b-bb14-4e13-ae53-a5d117869da7.jpg?v=1574996769,2,,,,,,,,,,,,,,,,,,,,,
the-bee-gift-set-new-gold,The Bee Gift Set | New Gold,"<p>Introducing a new Bee gift set. <br>Plain. Simple. True.</p>
<p>This gift set includes a Bee, a Marjorie with a turquoise dot chain &amp; a pearl choker. </p>
<p>The Bee is on a 18 inch chain, the Marjorie is on a 16 inch chain and the choker is 16 inches and adjustable .</p>
<p>The Gift Sets are on sale for Black Friday. Normally the price for the Gold set would be $122 and it is on sale for $92. </p>",Goldie Lew,Necklaces,,TRUE,Color,Gold,,,,,,45,shopify,0,deny,manual,122,122,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC02544.jpg?v=1574996470,1,,FALSE,,,,,,,,,,,,,,,,,lb,,
black-friday-crescent-set,Turquoise Crescent Set,"<p>The perfect gift. This turquoise crescent set comes with a dainty pearl necklace and a pearl choker. </p>
<p>Crescent - 18 inches<br>Pearl Necklace - 16 inches<br>Choker - 16 inches but adjustable</p>",Goldie Lew,Necklaces,,TRUE,Color,Turquoise,,,,,,91,shopify,0,deny,manual,118,118,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC09856.jpg?v=1577377237,1,,FALSE,,,,,,,,,,,,,,,,,lb,,25
gold-initial-necklace,Gold Initial Necklace,Simple but classic. This makes a great stocking stuffer and looks so cute layered. Necklace measures 16 inches with a 2 inch extender.,Goldie Lew,Necklaces,,TRUE,Letter,A,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A7546.jpg?v=1574994938,1,,FALSE,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,B,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,C,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,D,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,E,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,F,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,G,,,,,,45,shopify,2,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,H,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,I,,,,,,45,shopify,2,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,J,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,K,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,L,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,M,,,,,,45,shopify,1,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,N,,,,,,45,shopify,1,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,O,,,,,,45,shopify,2,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,P,,,,,,45,shopify,2,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,Q,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,R,,,,,,45,shopify,2,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,S,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,T,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,U,,,,,,45,shopify,1,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,V,,,,,,45,shopify,2,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,W,,,,,,45,shopify,0,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,X,,,,,,45,shopify,1,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,Y,,,,,,45,shopify,2,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
gold-initial-necklace,,,,,,,,Z,,,,,,45,shopify,2,deny,manual,22,32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,7
autumn-no-7-necklace-set,Autumn No. 7 | Necklace Set,"<p>Hand picked by Jazlyn. These four necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- <a href=""https://goldielew.com/products/goddess-choker-gold"">Goddess Choker</a>, 16 Inches<br>- Georgia, 17.5 inches<br>- Gold Bee, 20 inches</p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,118,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A3395.jpg?v=1571757480,1,,FALSE,,,,,,,,,,,,,,,,,lb,,39
autumn-no-6-necklace-set,Autumn No. 6 | Necklace Set,"<p>Hand picked by Jazlyn. These four necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- <a href=""https://goldielew.com/products/three-strand-turquoise-necklace?_pos=1&amp;_sid=c2315e83d&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Three Strand Turquoise</a>, 16 Inches<br>- <a href=""https://goldielew.com/products/gwen-arrowhead-necklace?_pos=6&amp;_sid=537cdb80e&amp;_ss=r&amp;variant=30256595337283"" target=""_blank"" rel=""noopener noreferrer"">Gwen Arrowhead Necklace</a>, 16 inches<br>- Gold Layering Necklace, 20 inches</p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,276,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A3366.jpg?v=1571757308,1,,FALSE,,,,,,,,,,,,,,,,,lb,,89
autumn-no-4-necklace-set-1,Autumn No. 5 | Necklace Set,"<p>Hand picked by Jazlyn. These four necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Three Strand Turquoise, 16 Inches<br>- Olive Georgia, 18 inches<br>- Vintage Dish Steer Charm, 20 inches</p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,370,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A3381.jpg?v=1571756690,1,,FALSE,,,,,,,,,,,,,,,,,lb,,120
autumn-no-4-necklace-set,Autumn No. 4 | Necklace Set,"<p>Hand picked by Jazlyn. These four necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Juliette Necklace, 14 Inches<br>- Tilly Necklace, 15 inches<br>- Vintage Dish Flower Charm, 20 inches</p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,259,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A1290.jpg?v=1571731855,1,,FALSE,,,,,,,,,,,,,,,,,lb,,75
autumn-no-4-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A1282.jpg?v=1571731855,2,,,,,,,,,,,,,,,,,,,,,
autumn-no-4-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC09865.jpg?v=1571731855,3,,,,,,,,,,,,,,,,,,,,,
autumn-no-3-necklace-set,Autumn No. 3 | Necklace Set,"<p>Hand picked by Jazlyn. These four necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Large Pearl Choker, 16 Inches<br>- Tilly Necklace, 16 inches<br>- Vintage Dish Steer Charm, 16 inches</p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,259,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A1291.jpg?v=1571731855,1,,FALSE,,,,,,,,,,,,,,,,,lb,,75
autumn-no-3-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A1285.jpg?v=1571731855,2,,,,,,,,,,,,,,,,,,,,,
autumn-no-3-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC09989.jpg?v=1571731855,3,,,,,,,,,,,,,,,,,,,,,
autumn-no-2-necklace-set,Autumn No. 2 | Necklace Set,"<p>Hand picked by Jazlyn. These four necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- <a href=""https://goldielew.com/products/goddess-choker-gold"">Goddess Choker</a>, 16 Inches<br>- Tinnie Necklace, 15 inches<br>- Vintage Dish Buffalo Charm, 20 inches</p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,250,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A1293.jpg?v=1571731855,1,,FALSE,,,,,,,,,,,,,,,,,lb,,75
autumn-no-2-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A1284.jpg?v=1571731855,2,,,,,,,,,,,,,,,,,,,,,
autumn-no-2-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC09909.jpg?v=1571731855,3,,,,,,,,,,,,,,,,,,,,,
autumn-no-1-necklace-set,Autumn No. 1 | Necklace Set,"<p>Hand picked by Jazlyn. These four necklaces layer beautifully together. </p>
<p>Included in the set:</p>
<p>- Turquoise Chip Choker, 13 inches<br>- <a href=""https://goldielew.com/products/freshwater-pearl-and-gold-choker"" target=""_blank"" rel=""noopener noreferrer"">Freshwater Pearl and Gold Choker</a>, 16 Inches<br>- <a href=""https://goldielew.com/products/mary-and-cross-necklace"">Mary and Cross</a>, 16 inch with 2 inch extender <br>- Vintage Dish Buffalo Charm, 18 inches</p>
<p> </p>
<p>*the Cross or Mary charm can be removed if you want a different look with just one charm  </p>
<p> </p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,91,shopify,0,deny,manual,329,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A1292.jpg?v=1571731855,1,,FALSE,,,,,,,,,,,,,,,,,lb,,105
autumn-no-1-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A1283.jpg?v=1571731855,2,,,,,,,,,,,,,,,,,,,,,
autumn-no-1-necklace-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/DSC09784.jpg?v=1571731855,3,,,,,,,,,,,,,,,,,,,,,
vintage-dish-necklace-buffalo,Vintage Dish Necklace | Buffalo,This is a one of a kind necklace made from vintage china dishes. It has been hand cut and set into sterling silver. This charm is on a 16 inch gold and turquoise chain.,Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,45,shopify,0,deny,manual,185,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A0582.jpg?v=1571731854,1,,FALSE,,,,,,,,,,,,,,,,,lb,,90
becky-necklace-gold,Becky Necklace | Gold,"<p>Pretty turquoise stone with gold edging on a 20 inch gold and pearl chain. This necklace looks great layered.</p>
<p><em>Please measure your neck before ordering. Every stone is different. You may not get the exact stone pictured.</em></p>",Goldie Lew,Necklaces,,TRUE,Title,Default Title,,,,,,45,shopify,0,deny,manual,79,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A0580.jpg?v=1571731854,1,,FALSE,,,,,,,,,,,,,,,,,lb,,20
becky-necklace-gold,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/6Q7A0581.jpg?v=1571731854,2,,,,,,,,,,,,,,,,,,,,,
becky-necklace-gold,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0079/2110/7011/products/IMG_8095.jpg?v=1571731854,3,,,,,,,,,,,,,,,,,,,,,
